"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total","capas_apiladas","peso_capas_superiores_kg","cumple_resistencia","utilizacion_cajas"
"BR0042","Gajos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 84F","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"83d3c7c10fbc6fe2e476fd8c600855e2",102,2.7,393,255,194,398.4,260.4,199.4,1800,800,1200,9,2,4,72,0.861934416,19441710,20686425.984,1728000000,1.3176,0.06,730,98.0477064220183,31809,0,0,0,31809,0,31809,0,0,0,0,442,0,0,0,442,0,13359.78,0,0,0,0,66300,0,0,0,66300,13359.78,9,100,FALSE,0.00163612151400263
"BR0043","2 bolsas de 2,5 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,11771,0,0,0,11771,11771,0,0,0,0,134,0,0,0,0,134,8239.7,0,0,0,0,20100,0,0,0,0,20100,8239.7,11,50,TRUE,0.000853624222593521
"BR0044","Tortitas de brocoli - clasico - Caja de 2 packs de 2,5 kg","Tortitas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,2256,0,0,0,2256,2256,0,0,0,0,26,0,0,0,0,26,1579.2,0,0,0,0,3900,0,0,0,0,3900,1579.2,11,50,TRUE,0.000163603453077137
"BR0045","BonsaiVegetales Rosti de brocoli 2 x 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"f201c0669374a768669461ddff1643e4",197,4.6,375,182,152,384.2,191.2,161.2,1800,800,1200,11,2,6,132,0.904566456444444,10374000,11841597.248,1728000000,1.1508,0.1,1450,170.097859327217,13225,0,0,0,13225,13225,0,0,0,0,101,0,0,0,0,101,9257.5,0,0,0,0,15150,0,0,0,0,15150,9257.5,11,50,TRUE,0.00127482166955851
"BR0046","BonsaiVegetales Rosti de brocoli 2 x 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,8665,0,0,0,8665,8665,0,0,0,0,99,0,0,0,0,99,6065.5,0,0,0,0,14850,0,0,0,0,14850,6065.5,11,50,TRUE,0.000628379397567994
"BR0047","Rosti de brocoli - clasico - Caja de 2 packs de 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,2166,0,0,0,2166,2166,0,0,0,0,25,0,0,0,0,25,1516.2,0,0,0,0,3750,0,0,0,0,3750,1516.2,11,50,TRUE,0.00015707671957672
"BR0048","11 bolsas de 1 kg | Bastones rectos de brocoli 9x9 mm | Ref MIX","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,133,28,59,2,222,35,79,51,26,31,1,2,1,1,1,6,19.6,60.83,39.27,20.02,23.87,150,300,150,150,150,900,163.59,7,66,TRUE,9.86508825254626e-06
"BR0049","13 bolsas de 1 kg | Bastones rectos de brocoli 9x9 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",13,"13 X 1,0 kg",13,1,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,4328,0,0,0,4328,4328,0,0,0,0,78,0,0,0,0,78,2726.64,0,0,0,0,11700,0,0,0,0,11700,2726.64,7,78,TRUE,0.000184474792423235
"BR0050","Rodajas de brocoli - clasico - Caja de 5 packs de 2,5 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"8b92b5a6728066959f3f11c35d1cd62f",105,4.6,380,252,218,389.2,261.2,227.2,1800,800,1200,7,2,4,56,0.74851174637037,20875680,23096933.888,1728000000,1.3008,0.1,1450,192.269113149847,9242,0,0,0,9242,9242,0,0,0,0,166,0,0,0,0,166,7116.34,0,0,0,0,24900,0,0,0,0,24900,7116.34,7,75,TRUE,0.000442716117510903
"BR0051","BonsaiGreen Rodajas de brocoli 13 x 0,75 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,135,28,60,2,225,35,80,52,27,31,1,2,1,1,1,6,22.05,61.6,40.04,20.79,23.87,150,300,150,150,150,900,168.35,7,58.5,TRUE,1.03053686848701e-05
"BR0052","5 bolsas de 2,5 kg | Brocoli zigzag 9x9 mm","Brocoli zigzag","Forma estable","Bastones clasicos - Legumes Frites","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,68844,0,0,0,68844,68844,0,0,0,0,1230,0,0,0,0,1230,38552.64,0,0,0,0,184500,0,0,0,0,184500,38552.64,7,75,TRUE,0.00305924385431664
"BR0053","Gajos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 5PP","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"8b92b5a6728066959f3f11c35d1cd62f",105,4.6,380,252,218,389.2,261.2,227.2,1800,800,1200,7,2,4,56,0.74851174637037,20875680,23096933.888,1728000000,1.3008,0.1,1450,192.269113149847,2320,0,0,0,2320,2320,0,0,0,0,42,0,0,0,0,42,1786.4,0,0,0,0,6300,0,0,0,0,6300,1786.4,7,75,TRUE,0.000111134104374085
"BR0054","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref Y5K","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,42687,0,0,0,42687,42687,0,0,0,0,763,0,0,0,0,763,26892.81,0,0,0,0,114450,0,0,0,0,114450,26892.81,7,75,TRUE,0.00181947214976216
"BR0055","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref MKJ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,74368,0,0,0,74368,74368,0,0,0,0,1328,0,0,0,0,1328,41646.08,0,0,0,0,199200,0,0,0,0,199200,41646.08,7,75,TRUE,0.00330471568993405
"BR0056","BonsaiGreen Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref NYY","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,15355,0,0,0,15355,15355,0,0,0,0,275,0,0,0,0,275,8598.8,0,0,0,0,41250,0,0,0,0,41250,8598.8,7,75,TRUE,0.000682335270801116
"BR0057","BonsaiGreen Bastones rectos de brocoli 12x12 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5291917030874f6b0d887d1710a073f8",64,4.6,380,252,226,389.2,261.2,235.2,1800,800,1200,7,2,4,56,0.774867793777778,21641760,23910206.208,1728000000,1.3008,0.1,1450,192.269113149847,23499,0,0,0,23499,23499,0,0,0,0,420,0,0,0,0,420,16449.3,0,0,0,0,63000,0,0,0,0,63000,16449.3,7,75,TRUE,0.00108581741965533
"BR0058","Croquetas de brocoli - clasico - Caja de 2 packs de 2,5 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"f201c0669374a768669461ddff1643e4",197,4.6,375,182,152,384.2,191.2,161.2,1800,800,1200,11,2,6,132,0.904566456444444,10374000,11841597.248,1728000000,1.1508,0.1,1450,170.097859327217,7710,0,0,0,7710,7710,0,0,0,0,59,0,0,0,0,59,5397,0,0,0,0,8850,0,0,0,0,8850,5397,11,50,TRUE,0.000743204164256796
"BR0059","BonsaiVegetales Croquetas de brocoli 5 x 2,5 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,4286,0,0,0,4286,4286,0,0,0,0,77,0,0,0,0,77,2700.18,0,0,0,0,11550,0,0,0,0,11550,2700.18,7,75,TRUE,0.00018268460266312
"BR0060","Brocoli zigzag - clasico - Caja de 13 packs de 0,75 kg | Ref H3U","Brocoli zigzag","Forma estable","Bastones clasicos - Legumes Frites","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,28971,0,0,0,28971,28971,0,0,0,0,518,0,0,0,0,518,18251.73,0,0,0,0,77700,0,0,0,0,77700,18251.73,7,58.5,TRUE,0.00132691927186387
"BR0061","13 bolsas de 0,75 kg | Gajos de brocoli | Ref 2R1","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,4504,0,0,0,4504,4504,0,0,0,0,81,0,0,0,0,81,2837.52,0,0,0,0,12150,0,0,0,0,12150,2837.52,7,58.5,TRUE,0.000206290580251799
"BR0062","13 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,6025,0,0,0,6025,6025,0,0,0,0,108,0,0,0,0,108,3795.75,0,0,0,0,16200,0,0,0,0,16200,3795.75,7,58.5,TRUE,0.000275954872561521
"BR0063","13 bolsas de 0,75 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,11555,0,0,0,11555,11555,0,0,0,0,207,0,0,0,0,207,7279.65,0,0,0,0,31050,0,0,0,0,31050,7279.65,7,58.5,TRUE,0.000529237934016327
"BR0064","Croquetas de brocoli - clasico - Caja de 13 packs de 0,75 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",9.75,"13 X 0,75 KG",13,0.75,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,14837,0,0,0,14837,14837,0,0,0,0,265,0,0,0,0,265,9347.31,0,0,0,0,39750,0,0,0,0,39750,9347.31,7,58.5,TRUE,0.000632405844543331
"BR0065","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref F75","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",84,4.1,388,288,169,396.2,296.2,177.2,1800,800,1200,10,2,4,80,0.962741054074074,18884736,20795206.768,1728000000,1.3848,0.08,1200,169.394495412844,96294,0,0,0,96294,0,0,0,0,96294,0,0,0,0,1204,1204,0,0,0,0,50072.88,0,0,0,0,180600,180600,50072.88,10,112.5,TRUE,0.00509903871571199
"BR0066","Cubos de brocoli - sazonado, crocante - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"27f597341f2223c1757e942d65f52be3",31,4.1,386,286,162,394.2,294.2,170.2,1800,800,1200,10,2,4,80,0.91382933,17884152,19738713.528,1728000000,1.3768,0.08,1200,168.415902140673,59101,0,0,0,59101,0,0,0,0,59101,0,0,0,0,739,739,0,0,0,0,34574.085,0,0,0,0,110850,110850,34574.085,10,112.5,TRUE,0.00330465766562485
"BR0067","13 bolsas de 0,5 kg | Tiras para dip de brocoli con sal","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13X0,5 KG",13,0.5,"2361696c0cf9b4a8490d7098c11e6a51",27,2.7,393,255,250,398.4,260.4,255.4,1800,800,1200,7,2,4,56,0.858668421333333,25053750,26496054.144,1728000000,1.3176,0.06,730,98.0477064220183,0,17211,0,0,17211,0,17211,0,0,0,0,308,0,0,0,308,0,8261.28,0,0,0,0,46200,0,0,0,46200,8261.28,7,39,TRUE,0.000686963029486604
"BR0068","BonsaiGreen Espirales de brocoli 13 x 0,5 kg | Ref E18","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"ad99ed562d5d808977b10fa512bfde8b",138,4.1,386,286,214,394.2,294.2,222.2,1800,800,1200,8,2,4,64,0.954420104,23624744,25769342.808,1728000000,1.3768,0.08,1200,168.415902140673,0,40139,0,0,40139,0,0,40139,0,0,0,0,628,0,0,628,0,0,26090.35,0,0,0,0,94200,0,0,94200,26090.35,8,45.5,TRUE,0.00169902370159016
"BR0069","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 90Y","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"d57ede415e9b30ea0e94a15552298aa3",174,2.7,393,255,214,398.4,260.4,219.4,1800,800,1200,8,2,4,64,0.843010858666667,21446010,22761293.184,1728000000,1.3176,0.06,730,98.0477064220183,50453,0,0,0,50453,0,7848,0,42605,0,0,123,0,666,0,789,0,5179.68,0,23006.7,0,0,18450,0,99900,0,118350,28186.38,8,87.5,TRUE,0.00235255882096483
"BR0070","BonsaiPremium Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",119,2.7,393,255,204,398.4,260.4,209.4,1800,800,1200,8,2,4,64,0.804587392,20443860,21723859.584,1728000000,1.3176,0.06,730,98.0477064220183,34374,0,0,0,34374,0,11465,0,22909,0,0,180,0,358,0,538,0,5503.2,0,9621.78,0,0,27000,0,53700,0,80700,15124.98,8,87.5,TRUE,0.00168138502220227
"BR0071","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X1,0 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,0,38905,0,0,38905,38905,0,0,0,0,608,0,0,0,0,608,18674.4,0,0,0,0,91200,0,0,0,0,91200,18674.4,8,77,TRUE,0.00177267277180546
"BR0072","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,0,41795,0,0,41795,41795,0,0,0,0,654,0,0,0,0,654,20061.6,0,0,0,0,98100,0,0,0,0,98100,20061.6,8,77,TRUE,0.00190435312935636
"BR0073","BonsaiGreen Bastones rectos de brocoli 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"4f08f853cf7f9be28571df66a50bc322",60,4.1,388,288,164,396.2,296.2,172.2,1800,800,1200,10,2,4,80,0.935575674444444,18326016,20208434.568,1728000000,1.3848,0.08,1200,169.394495412844,0,28834,0,0,28834,0,0,0,0,28834,0,0,0,0,361,361,0,0,0,0,14993.68,0,0,0,0,54150,54150,14993.68,10,87.75,TRUE,0.00157339161986981
"BR0074","Brocoli en rejilla - sin gluten - Caja de 13 packs de 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,26579,0,0,26579,0,26579,0,0,0,0,633,0,0,0,633,0,15947.4,0,0,0,0,94950,0,0,0,94950,15947.4,7,39,TRUE,0.000927862763305801
"BR0075","Espirales de brocoli - clasico - Caja de 13 packs de 0,75 kg | Ref QYX","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,8 kg",13,0.75,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,21503,0,0,21503,0,21503,0,0,0,0,598,0,0,0,598,0,10321.44,0,0,0,0,89700,0,0,0,89700,10321.44,6,48.75,TRUE,0.000707354140898445
"BR0076","Bocados de brocoli con queso crema - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,34665,0,0,0,34665,5413,12325,8066,4063,4798,68,155,101,51,60,435,3572.58,6655.5,4839.6,2681.58,3166.68,10200,23250,15150,7650,9000,65250,20915.94,10,45,TRUE,0.00205896608007071
"BR0077","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,668048,0,214076,0,882124,0,0,882124,0,0,0,0,18378,0,0,18378,0,0,401366.42,0,0,0,0,2756700,0,0,2756700,401366.42,6,62.5,TRUE,0.0315831744490943
"BR0078","BonsaiGreen Espirales de brocoli sazonado 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,9556,0,1144369,0,1153925,0,0,1153925,0,0,0,0,32054,0,0,32054,0,0,484648.5,0,0,0,0,4808100,0,0,4808100,484648.5,6,62.5,TRUE,0.0379590581331088
"BR0079","13 bolsas de 0,5 kg | Espirales de brocoli sazonado | Ref 6FZ","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,34751,0,0,34751,0,0,34751,0,0,0,0,724,0,0,724,0,0,16680.48,0,0,0,0,108600,0,0,108600,16680.48,6,32.5,TRUE,0.00130854511856113
"BR0080","BonsaiGreen Brocoli en rejilla sazonado 13 x 0,5 kg | Ref 0S2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,0,25092,0,0,25092,0,0,25092,0,0,0,0,523,0,0,523,0,0,13549.68,0,0,0,0,78450,0,0,78450,13549.68,6,32.5,TRUE,0.000927339553293752
"BR0081","19 bolsas de 0,5 kg | Tiras para dip de brocoli sin gluten","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.5,"19X 0,5 KG",19,0.5,"689d55a5924317429c37f70116fcf10b",85,2.7,393,255,275,398.4,260.4,280.4,1800,800,1200,6,2,4,48,0.808045504,27559125,29089638.144,1728000000,1.3176,0.06,730,98.0477064220183,0,4121,0,0,4121,0,4121,0,0,0,0,86,0,0,0,86,0,2719.86,0,0,0,0,12900,0,0,0,12900,2719.86,6,47.5,TRUE,0.000149533049398339
"BR0082","BonsaiGreen Brocoli en rejilla 13 x 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"b1fa69af5a250262387efec5b10a19ae",144,2.7,395,296,280,400,301.4,285.4,1800,800,1200,6,2,3,36,0.716829666666667,32737600,34407824,1728000000,1.4028,0.06,730,104.387767584098,0,39328,0,0,39328,0,4555,34773,0,0,0,127,966,0,0,1093,0,3006.3,20863.8,0,0,0,19050,144900,0,0,163950,23870.1,6,32.5,TRUE,0.00120130980890475
"BR0083","Espirales de brocoli - clasico - Caja de 13 packs de 0,5 kg | Ref BMF","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,70617,0,0,70617,0,0,70617,0,0,0,0,1962,0,0,1962,0,0,29659.14,0,0,0,0,294300,0,0,294300,29659.14,6,32.5,TRUE,0.00232298876286218
"BR0084","13 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,24454,0,0,24454,0,0,24454,0,0,0,0,510,0,0,510,0,0,11737.92,0,0,0,0,76500,0,0,76500,11737.92,6,32.5,TRUE,0.000920812705513335
"BR0085","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref E78","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,0,17199,0,0,17199,0,2066,15133,0,0,0,44,316,0,0,360,0,1363.56,8171.82,0,0,0,6600,47400,0,0,54000,9535.38,6,32.5,TRUE,0.000635633388215337
