"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_por_pallet"
"BR0048","11 bolsas de 1 kg | Bastones rectos de brocoli 9x9 mm | Ref MIX","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,634408,316,204,104,124,0.7,111152.3,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0049","13 bolsas de 1 kg | Bastones rectos de brocoli 9x9 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",13,"13 X 1,0 kg",13,1,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,437365,0,0,0,0,0.7,61231.1,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0050","Rodajas de brocoli - clasico - Caja de 5 packs de 2,5 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"8b92b5a6728066959f3f11c35d1cd62f",105,4.6,380,252,218,389.2,261.2,227.2,1800,800,1200,7,2,4,56,0.74851174637037,20875680,23096933.888,1728000000,1.3008,0.1,1450,192.269113149847,23124,0,0,0,0,0.7,8093.4,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0051","BonsaiGreen Rodajas de brocoli 13 x 0,75 kg","Rodajas de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0052","5 bolsas de 2,5 kg | Brocoli zigzag 9x9 mm","Brocoli zigzag","Forma estable","Bastones clasicos - Legumes Frites","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,634408,316,204,104,124,0.7,111152.3,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0053","Gajos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 5PP","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"8b92b5a6728066959f3f11c35d1cd62f",105,4.6,380,252,218,389.2,261.2,227.2,1800,800,1200,7,2,4,56,0.74851174637037,20875680,23096933.888,1728000000,1.3008,0.1,1450,192.269113149847,23124,0,0,0,0,0.7,8093.4,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0054","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref Y5K","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,437365,0,0,0,0,0.7,61231.1,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0055","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref MKJ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,634408,316,204,104,124,0.7,111152.3,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0056","BonsaiGreen Bastones rectos de brocoli 9x18 mm 5 x 2,5 kg | Ref NYY","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"a7d151b83674a2f9c36356597a93821c",128,4.6,380,252,235,389.2,261.2,244.2,1800,800,1200,7,2,4,56,0.804518347111111,22503600,24825137.568,1728000000,1.3008,0.1,1450,192.269113149847,634408,316,204,104,124,0.7,111152.3,0.56,0.77,0.77,0.77,0.77,-20,10,10,10,10,150
"BR0057","BonsaiGreen Bastones rectos de brocoli 12x12 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5291917030874f6b0d887d1710a073f8",64,4.6,380,252,226,389.2,261.2,235.2,1800,800,1200,7,2,4,56,0.774867793777778,21641760,23910206.208,1728000000,1.3008,0.1,1450,192.269113149847,23499,0,0,0,0,0.7,16449.3,0.7,0.77,0.77,0.77,0.77,0,10,10,10,10,150
"BR0058","Croquetas de brocoli - clasico - Caja de 2 packs de 2,5 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",5,"2 X 2,5 KG",2,2.5,"f201c0669374a768669461ddff1643e4",197,4.6,375,182,152,384.2,191.2,161.2,1800,800,1200,11,2,6,132,0.904566456444444,10374000,11841597.248,1728000000,1.1508,0.1,1450,170.097859327217,41870,0,0,0,0,0.7,14654.5,0.7,0.77,0.77,0.77,0.77,0,10,10,10,10,150
"BR0059","BonsaiVegetales Croquetas de brocoli 5 x 2,5 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,437365,0,0,0,0,0.7,61231.1,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0060","Brocoli zigzag - clasico - Caja de 13 packs de 0,75 kg | Ref H3U","Brocoli zigzag","Forma estable","Bastones clasicos - Legumes Frites","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0061","13 bolsas de 0,75 kg | Gajos de brocoli | Ref 2R1","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0062","13 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0063","13 bolsas de 0,75 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",9.75,"13 X 0,75 KG",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0064","Croquetas de brocoli - clasico - Caja de 13 packs de 0,75 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",9.75,"13 X 0,75 KG",13,0.75,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,437365,0,0,0,0,0.7,61231.1,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0065","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref F75","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",84,4.1,388,288,169,396.2,296.2,177.2,1800,800,1200,10,2,4,80,0.962741054074074,18884736,20795206.768,1728000000,1.3848,0.08,1200,169.394495412844,324296,0,0,0,819764,0.65,185909.75,0.585,0.715,0.715,0.715,0.52,-10,10,10,10,-20,150
"BR0066","Cubos de brocoli - sazonado, crocante - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"27f597341f2223c1757e942d65f52be3",31,4.1,386,286,162,394.2,294.2,170.2,1800,800,1200,10,2,4,80,0.91382933,17884152,19738713.528,1728000000,1.3768,0.08,1200,168.415902140673,0,0,0,0,59101,0.65,38415.65,0.715,0.715,0.715,0.715,0.585,10,10,10,10,-10,150
"BR0067","13 bolsas de 0,5 kg | Tiras para dip de brocoli con sal","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13X0,5 KG",13,0.5,"2361696c0cf9b4a8490d7098c11e6a51",27,2.7,393,255,250,398.4,260.4,255.4,1800,800,1200,7,2,4,56,0.858668421333333,25053750,26496054.144,1728000000,1.3176,0.06,730,98.0477064220183,0,2681718,4182,8775474,3168918,0.6,1463029.2,0.66,0.48,0.66,0.42,0.42,10,-20,10,-30,-30,150
"BR0068","BonsaiGreen Espirales de brocoli 13 x 0,5 kg | Ref E18","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"ad99ed562d5d808977b10fa512bfde8b",138,4.1,386,286,214,394.2,294.2,222.2,1800,800,1200,8,2,4,64,0.954420104,23624744,25769342.808,1728000000,1.3768,0.08,1200,168.415902140673,0,304508,185908,0,1127500,0.65,262911.35,0.715,0.585,0.65,0.715,0.52,10,-10,0,10,-20,150
"BR0069","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 90Y","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"d57ede415e9b30ea0e94a15552298aa3",174,2.7,393,255,214,398.4,260.4,219.4,1800,800,1200,8,2,4,64,0.843010858666667,21446010,22761293.184,1728000000,1.3176,0.06,730,98.0477064220183,22989,23781,153,166422,93,0.6,42687.6,0.66,0.66,0.66,0.54,0.66,10,10,10,-10,10,150
"BR0070","BonsaiPremium Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a130566667d4be7bb38053adaefea0af",119,2.7,393,255,204,398.4,260.4,209.4,1800,800,1200,8,2,4,64,0.804587392,20443860,21723859.584,1728000000,1.3176,0.06,730,98.0477064220183,422280,1385562,0,4166136,0,0.6,597397.8,0.54,0.48,0.66,0.42,0.66,-10,-20,10,-30,10,150
"BR0071","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X1,0 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,607155,11475,431850,0,0,0.6,126057.6,0.48,0.66,0.54,0.66,0.66,-20,10,-10,10,10,150
"BR0072","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 11 packs de 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"fc6931875b8384c7bacd18bb4699795f",201,2.7,393,255,219,398.4,260.4,224.4,1800,800,1200,8,2,4,64,0.862222592,21947085,23280009.984,1728000000,1.3176,0.06,730,98.0477064220183,607155,11475,431850,0,0,0.6,126057.6,0.48,0.66,0.54,0.66,0.66,-20,10,-10,10,10,150
"BR0073","BonsaiGreen Bastones rectos de brocoli 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"4f08f853cf7f9be28571df66a50bc322",60,4.1,388,288,164,396.2,296.2,172.2,1800,800,1200,10,2,4,80,0.935575674444444,18326016,20208434.568,1728000000,1.3848,0.08,1200,169.394495412844,0,319284,0,0,805360,0.65,182754.65,0.715,0.585,0.715,0.715,0.52,10,-10,10,10,-20,150
"BR0074","Brocoli en rejilla - sin gluten - Caja de 13 packs de 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,141228,369444,0,63984,0.6,86198.4,0.66,0.6,0.54,0.66,0.66,10,0,-10,10,10,150
"BR0075","Espirales de brocoli - clasico - Caja de 13 packs de 0,75 kg | Ref QYX","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,8 kg",13,0.75,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,1124998,9039079,0,349489,0.6,901162.8,0.66,0.48,0.42,0.66,0.6,10,-20,-30,10,0,150
"BR0076","Bocados de brocoli con queso crema - picante - Caja de 5 packs de 1 kg","Bocados de brocoli con queso crema","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1 KG",5,1,"1e4959b0a5703ba491bdc303578ad11c",19,2.7,393,255,168,398.4,260.4,173.4,1800,800,1200,10,2,4,80,0.83282864,16836120,17989098.624,1728000000,1.3176,0.06,730,98.0477064220183,115344,499968,171888,86574,102240,0.6,97601.4,0.66,0.54,0.6,0.66,0.66,10,-10,0,10,10,150
"BR0077","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref KQC","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",190,4.1,386,286,253,394.2,294.2,261.2,1800,800,1200,6,2,4,48,0.841453188,27930188,30292314.768,1728000000,1.3768,0.08,1200,168.415902140673,0,441492,5720076,0,0,0.65,1001254.8,0.715,0.52,0.455,0.715,0.715,10,-20,-30,10,10,150
"BR0078","BonsaiGreen Espirales de brocoli sazonado 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,1124998,9039079,0,349489,0.6,901162.8,0.66,0.48,0.42,0.66,0.6,10,-20,-30,10,0,150
"BR0079","13 bolsas de 0,5 kg | Espirales de brocoli sazonado | Ref 6FZ","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,0,593992,0,0,0.6,89098.8,0.66,0.66,0.48,0.66,0.66,10,10,-20,10,10,150
"BR0080","BonsaiGreen Brocoli en rejilla sazonado 13 x 0,5 kg | Ref 0S2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,0,6198,270957,0,0,0.6,55431,0.66,0.66,0.54,0.66,0.66,10,10,-10,10,10,150
"BR0081","19 bolsas de 0,5 kg | Tiras para dip de brocoli sin gluten","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.5,"19X 0,5 KG",19,0.5,"689d55a5924317429c37f70116fcf10b",85,2.7,393,255,275,398.4,260.4,280.4,1800,800,1200,6,2,4,48,0.808045504,27559125,29089638.144,1728000000,1.3176,0.06,730,98.0477064220183,0,4121,0,0,0,0.6,2472.6,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0082","BonsaiGreen Brocoli en rejilla 13 x 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"b1fa69af5a250262387efec5b10a19ae",144,2.7,395,296,280,400,301.4,285.4,1800,800,1200,6,2,3,36,0.716829666666667,32737600,34407824,1728000000,1.4028,0.06,730,104.387767584098,0,4555,34773,0,0,0.6,23596.8,0.66,0.66,0.6,0.66,0.66,10,10,0,10,10,150
"BR0083","Espirales de brocoli - clasico - Caja de 13 packs de 0,5 kg | Ref BMF","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,1124998,9039079,0,349489,0.6,901162.8,0.66,0.48,0.42,0.66,0.6,10,-20,-30,10,0,150
"BR0084","13 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,0,593992,0,0,0.6,89098.8,0.66,0.66,0.48,0.66,0.66,10,10,-20,10,10,150
"BR0085","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref E78","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,0,6198,270957,0,0,0.6,55431,0.66,0.66,0.54,0.66,0.66,10,10,-10,10,10,150
"BR0086","BonsaiGreen Bastones rectos de brocoli 9x9 mm 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13 X 0,75 KG",13,0.75,"ad23381bab48bad4640990fdc6a27c9b",136,4.1,383,248,229,391.2,256.2,237.2,1800,800,1200,7,2,4,56,0.770436669333333,21751336,23773474.368,1728000000,1.2948,0.08,1200,158.385321100917,0,30320,81010,0,0,0.65,36182.25,0.715,0.715,0.65,0.715,0.715,10,10,0,10,10,150
"BR0087","13 bolsas de 0,5 kg | Tiras para dip de brocoli","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,441395,4119055,265900,1061915,0.65,431284.75,0.715,0.585,0.455,0.585,0.52,10,-10,-30,-10,-20,150
"BR0088","BonsaiGreen Bastones rectos de brocoli 9x9 mm sazonado 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13 X 0,75 KG",13,0.75,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0089","BonsaiGreen Corte rustico de brocoli 5 x 2,5 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"1416893384452893b004453859dc1ae4",10,4.1,383,248,239,391.2,256.2,247.2,1800,800,1200,7,2,4,56,0.802917136,22701176,24775728.768,1728000000,1.2948,0.08,1200,158.385321100917,0,33240,0,0,0,0.65,21606,0.715,0.65,0.715,0.715,0.715,10,0,10,10,10,150
"BR0090","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref NL0","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X2,5 KG",5,2.5,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,441395,4119055,265900,1061915,0.65,431284.75,0.715,0.585,0.455,0.585,0.52,10,-10,-30,-10,-20,150
"BR0091","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref 212","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"b104736a19fe0c796651c18805508482",142,4.1,383,248,209,391.2,256.2,217.2,1800,800,1200,8,2,4,64,0.806257984,19851656,21768965.568,1728000000,1.2948,0.08,1200,158.385321100917,0,0,41260,70120,0,0.65,36198.5,0.715,0.715,0.65,0.65,0.715,10,10,0,0,10,150
"BR0092","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2361696c0cf9b4a8490d7098c11e6a51",27,2.7,393,255,250,398.4,260.4,255.4,1800,800,1200,7,2,4,56,0.858668421333333,25053750,26496054.144,1728000000,1.3176,0.06,730,98.0477064220183,0,2681718,4182,8775474,3168918,0.6,1463029.2,0.66,0.48,0.66,0.42,0.42,10,-20,10,-30,-30,150
"BR0092XL","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref RXH XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"225c1760c0e9639bbb73f58d280b7a0e",24,2.7,393,294,224,398.4,299.4,229.4,1800,800,1200,7,2,4,56,0.886765581333333,25881408,27363052.224,1728000000,1.3956,0.06,730,103.851987767584,0,360373,0,97776,517960,0.6,585665.4,0.66,0.48,0.66,0.54,0.42,10,20,10,-10,-30,150
"BR0093","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref BKP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2361696c0cf9b4a8490d7098c11e6a51",27,2.7,393,255,250,398.4,260.4,255.4,1800,800,1200,7,2,4,56,0.858668421333333,25053750,26496054.144,1728000000,1.3176,0.06,730,98.0477064220183,0,2681718,4182,8775474,3168918,0.6,1463029.2,0.66,0.48,0.66,0.42,0.42,10,-20,10,-30,-30,150
"BR0094","BonsaiPremium Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref AS7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",42,2.7,393,255,224,398.4,260.4,229.4,1800,800,1200,7,2,4,56,0.771255034666667,22448160,23798726.784,1728000000,1.3176,0.06,730,98.0477064220183,0,15447030,2627646,20043672,9200934,0.6,3198445.2,0.66,0.42,0.48,0.42,0.42,10,-30,-20,-30,-30,150
"BR0095","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref LZG","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",42,2.7,393,255,224,398.4,260.4,229.4,1800,800,1200,7,2,4,56,0.771255034666667,22448160,23798726.784,1728000000,1.3176,0.06,730,98.0477064220183,0,15447030,2627646,20043672,9200934,0.6,3198445.2,0.66,0.42,0.48,0.42,0.42,10,-30,-20,-30,-30,150
